2.011441367426185511e+00 -4.614153505750768214e-01 -7.361675901516028908e+00 -8.366274988246481525e-01 1.236147593773700981e+00 1.707740928342815323e+00 2.225149320906672223e-01 1.071457967942516465e+00 -2.522353813555207602e-01 -4.409376929097831521e+00 -7.900169410122718228e-01 1.022076156969967897e+00 1.023085555561297877e+00 1.167626483617660638e+00 1.488142052119712178e+00 4.122036810196252898e-01 2.513580347794730496e+00 -1.129230888528712340e+00 1.245354733008389614e+00 -1.919600537944458285e+00 2.181856757125725910e+00 4.406058708455778294e+00 -2.402855866442554778e+00 2.732674903021111046e+00 -1.843013044800562161e+00 3.990175395494528487e-01 -1.853659353302113733e+00 2.313531883080642171e+00 -2.710378139820213694e-01 -1.701239437067965321e+00
-7.355843534073093215e-01 -1.470034389426611243e+00 2.029904323212585293e+00 1.288909861494269782e+00 8.455503464783806766e-01 -3.192171885738657733e-01 1.683737515311281019e-01 2.457830504951710182e-01 -3.665580552654196023e+00 1.708048982193340448e+00 -1.275442634481480653e+00 3.318125100223516810e-01 -9.789879883647019110e-01 -9.899275191635664717e-01 1.376766007148973181e-01 -7.959472305555331806e-01 1.096343572171333047e+00 1.905115428266437982e+00 1.492140523780593586e+00 8.251536755801938683e-02 -4.599622449227125820e+00 2.457929277851792715e+00 -4.299443283388479919e-01 -1.778335815082164206e+00 1.606183557109543969e+00 -8.447070160691457774e-01 2.441944328566126032e-01 8.962497924563586071e-01 -3.028046978813151213e+00 -3.271817278982612986e+00
-1.192883185853892858e+00 2.808349493223186166e-01 1.924664908891027704e+00 -2.263083889406432014e+00 -1.609428463792216490e+00 -4.998666504489105433e-01 -3.923659785456782068e+00 3.291605341323871947e+00 -1.663043134496698272e+00 2.222252271483050601e-01 1.355528006772933391e+00 1.349674729538373197e-01 -9.552839718222705390e-01 -1.462591026759469504e+00 -8.379983724421319335e-01 6.547137560037616932e-01 -3.880164864332593666e+00 1.567526836811995228e+00 -6.088626378109551762e-01 2.423700532899856874e+00 1.930479477203235761e-01 -8.090178429295320495e-01 -1.744232888270512927e+00 -2.539624477864607766e+00 1.135965789185048036e-01 2.338982686767038799e-01 -1.152830493237719356e+00 8.941317579721572706e-01 -4.238221539863898379e-01 7.204185127931622690e-01
5.061303128030981285e-02 -8.187092907666279062e-01 2.685213335514771149e+00 -8.332311971380532700e-01 2.039598520180690322e+00 -1.632663578323907849e+00 -3.432382301077627318e+00 -2.720065793171809965e+00 -5.415514980275859536e-01 2.780243765785957333e+00 2.214733103682473558e+00 8.813683752103200764e-01 2.962742721725281747e+00 2.269282006680012564e+00 -1.086385782974249314e-01 -1.275994356612040415e+00 3.298266344440206055e+00 8.720471678475538724e-01 7.800530209966727302e-01 2.972151011309039692e+00 1.028527944127473503e+00 8.045250708052906763e-01 -2.966589737201631660e+00 -6.396384606091891634e-01 -2.291279890289159571e+00 -2.453702113223583225e+00 2.491849333225245822e+00 -1.076185593862306167e+00 -1.348795200962964902e+00 -1.010872515186688636e+00
-2.031677884088798347e+00 -2.126886781128279613e-01 1.191714868015187223e+00 -1.982696895951274740e+00 -1.230208767513291557e+00 -2.061564748728664576e+00 1.627607887585559965e+00 3.176467492632544687e+00 -1.211654508691799359e+00 1.124707080348287480e+00 7.331714323254775456e-01 -6.117717192918484259e-02 -1.290128655568955507e+00 7.678865664453612405e-01 1.333427537184172174e+00 -5.412274220283970205e-01 7.548726211083942594e-01 -3.014952189277765093e+00 1.804310174848879900e+00 3.989099625311438024e-01 2.216411310062531559e+00 -1.165624995812450049e+00 2.192512105505633357e+00 -7.661032477719252887e-01 2.432003567706136682e+00 -1.729766785041910948e+00 1.967972916894595192e+00 -3.466344918275303222e+00 3.870677635333089756e-02 -1.510005501151070018e+00
5.043662643169766646e+00 -3.008054191947387324e+00 1.549215853661063624e+00 -1.440621632430057142e+00 5.459390145106373105e+00 -3.050754474843184530e-02 -2.442930884990548002e+00 3.413388068121258279e+00 -1.626672833858324285e+00 1.862251043043000376e+00 1.168769100166118013e+00 1.029762507585613385e+00 9.516895116441316527e-02 3.076845344603578170e+00 5.195775833959306311e-01 1.183080571963375238e+00 -7.367573791237904679e-01 -4.026488229169671307e+00 4.362089953383361252e-01 2.560154124545324095e+00 -7.734562203476882392e-01 9.851061016753702715e-01 -6.359669595386170382e-01 -2.461488740227816940e+00 -1.489159625658069031e+00 1.587515833821233846e+00 -2.203264677918046477e-01 -4.410004968317807084e+00 -1.304729317797801436e+00 2.507369555561251406e+00
1.699218275964289759e+00 1.583469243684552552e+00 2.407999232588611260e+00 -1.072257368833303026e+00 9.330188554722066430e-01 1.563274057903305980e+00 -1.011632772578359152e+00 -5.399321227007389812e-01 1.642374727323724803e+00 2.388535888260670870e+00 -2.143967696049427385e+00 1.578836897757436741e+00 -2.539425987822604980e-01 1.027378628851551179e+00 1.038290439815356958e+00 -7.049656534095484484e-02 -8.177149923894330152e-01 1.137920832923420722e+00 2.000160285450435449e+00 -3.872557428592647566e-02 4.623354128896102200e-01 -1.270550029844338846e+00 -2.610243614305403526e+00 -2.617244726886577832e-01 5.066481045554124485e+00 1.819917186318552815e+00 3.891288190938227420e-02 -8.591793067081869850e-01 -1.150651337508429295e+00 -1.277109028028288407e+00
-1.064395534338983929e+00 -1.729447016568010254e+00 7.157891944388313776e-01 -1.617915989223613016e+00 2.137825421927347147e+00 -3.089465068617973653e-01 9.186182196762374685e-01 -6.043824840948559540e-01 -3.943328745274473635e-01 4.947597323055213714e+00 -1.105257488995025350e-01 3.553002617790232409e-01 2.350956059030020195e-01 5.783843180111515103e+00 1.049377744953572389e+00 -3.673960277233573990e+00 -3.374754807984164717e+00 -1.203444842006246018e+00 -1.083380696018028388e-02 9.908763768290922425e-01 6.300679702532677950e+00 -4.768244072388742177e-02 5.743906944828278682e-01 -7.091328458833688897e-01 -2.879975508568876741e+00 -3.355643662907362712e-01 1.577394962517583599e+00 -4.472568106938657612e-02 -1.382260376917024747e+00 1.150191313032721707e+00
7.693397684230518507e-01 3.518245984646028113e+00 -2.365427782231354747e+00 3.671566208157995170e+00 9.651045480725998216e-01 -2.426104030399838241e+00 -2.259555704317814051e+00 -3.637581568935682075e+00 -4.721259191823108381e+00 -3.361690243572502901e+00 2.933557797190010641e-01 7.131918268019181717e-01 -3.757653019298539121e-01 1.291612891939839303e+00 -5.034134365303323255e-01 1.508265221632606012e+00 -2.266663228594990809e+00 1.745326412240758018e-01 -2.762993745693657743e+00 -9.139972833165561639e-01 1.734593708335065765e+00 -1.650818919884701197e-01 -1.156832818106689365e+00 1.520133572241357811e+00 -1.573055157659060566e+00 -7.200933446807986638e-01 1.277957773704401223e-01 -6.715919908671162952e-01 -2.124833926231288750e+00 1.668813937431998351e+00
1.781307290582916925e-01 6.474842374714275817e-01 4.169026210599172444e+00 4.352322155917919488e+00 -3.576694470905902534e+00 -1.783293743683446175e+00 2.822861011978110568e+00 3.657181159445320739e-01 -1.608681191089427864e+00 1.577077217365957962e+00 -2.884180980970219910e+00 1.607566054185942228e+00 2.162470370796750085e+00 4.085385724893335180e+00 2.977977844079688907e+00 1.477500678731476613e+00 -5.390756309248879996e-02 2.357353535946069556e+00 -1.136928141448730445e+00 3.138543933562995214e+00 8.518214592907570604e-02 -8.852036739825189793e-01 -1.710608685863446166e+00 2.710533493997910437e+00 -1.105907443239778409e+00 1.048773082685421132e+00 -1.338221271611376828e+00 -2.165056196128566646e-01 -6.977423502611503903e-01 -2.774417375365963334e+00
